i_eat_short_people_for_breakfast,Gary,6652,6672,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,912,950,green
i_eat_short_people_for_breakfast,Michelle Obama,6652,6701,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,912,1003,red
i_eat_short_people_for_breakfast,Martin,7118,7219,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,1785,1974,redBlue
i_eat_short_people_for_breakfast,Chris,7397,7436,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,2309,2381,blue
i_eat_short_people_for_breakfast,Chris,7455,7583,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,2418,2657,blue
i_eat_short_people_for_breakfast,Michelle Obama,7658,7664,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,2797,2808,red
i_eat_short_people_for_breakfast,Michelle Obama,7672,7693,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,2823,2863,red
i_eat_short_people_for_breakfast,Michelle Obama,7705,7733,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,2886,2939,red
i_eat_short_people_for_breakfast,Martin,10019,10236,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,7225,7634,redBlue
i_eat_short_people_for_breakfast,Michelle Obama,10284,10344,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,7721,7834,red
i_eat_short_people_for_breakfast,Michelle Obama,10376,10389,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,7894,7918,red
i_eat_short_people_for_breakfast,Gary,10518,10533,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,8162,8189,green
i_eat_short_people_for_breakfast,Chris,11012,11280,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,9087,9590,blue
i_eat_short_people_for_breakfast,Martin,11117,11150,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,9283,9346,redBlue
i_eat_short_people_for_breakfast,Martin,11178,11303,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,9398,9631,redBlue
i_eat_short_people_for_breakfast,Gary,11231,11316,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,9497,9656,green
i_eat_short_people_for_breakfast,Gary,11471,11582,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,9947,10155,green
i_eat_short_people_for_breakfast,Martin,11481,11566,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,9966,10125,redBlue
i_eat_short_people_for_breakfast,Gary,11774,11827,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10516,10615,green
i_eat_short_people_for_breakfast,Martin,11777,11827,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10520,10615,redBlue
i_eat_short_people_for_breakfast,Martin,11885,11894,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10724,10740,redBlue
i_eat_short_people_for_breakfast,Gary,11887,11896,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10729,10744,green
i_eat_short_people_for_breakfast,Gary,11907,12032,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,10764,10999,green
i_eat_short_people_for_breakfast,Martin,11931,11935,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,10810,10819,redBlue
i_eat_short_people_for_breakfast,Gary,12104,12113,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11133,11150,green
i_eat_short_people_for_breakfast,Gary,12118,12162,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11161,11243,green
i_eat_short_people_for_breakfast,Gary,12299,12350,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,11500,11595,green
i_eat_short_people_for_breakfast,Michelle Obama,13371,13447,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,13509,13652,red
i_eat_short_people_for_breakfast,Chris,13422,13434,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,13606,13628,blue
i_eat_short_people_for_breakfast,Michelle Obama,13572,13625,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,13887,13987,red
i_eat_short_people_for_breakfast,Martin,13583,13612,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,13907,13961,redBlue
i_eat_short_people_for_breakfast,Chris,13584,13609,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,13909,13956,blue
i_eat_short_people_for_breakfast,Martin,13917,14104,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,14534,14543,redBlue
i_eat_short_people_for_breakfast,Chris,13924,13935,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,14547,14567,blue
i_eat_short_people_for_breakfast,Michelle Obama,13924,14066,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,14547,14727,red
i_eat_short_people_for_breakfast,Chris,13941,14094,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,14578,14866,blue
i_eat_short_people_for_breakfast,Chris,14297,14315,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,15246,15280,blue
i_eat_short_people_for_breakfast,Chris,14339,14342,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,15324,15330,blue
i_eat_short_people_for_breakfast,Chris,14358,14368,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,15360,15379,blue
i_eat_short_people_for_breakfast,Gary,14396,14406,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,15432,15450,green
i_eat_short_people_for_breakfast,Martin,14457,14574,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,15546,15766,redBlue
i_eat_short_people_for_breakfast,Michelle Obama,15461,15505,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,17429,17510,red
i_eat_short_people_for_breakfast,Gary,15816,15852,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,18094,18161,green
i_eat_short_people_for_breakfast,Chris,16215,16295,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,18843,18993,blue
i_eat_short_people_for_breakfast,Martin,16224,16270,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,18859,18945,redBlue
i_eat_short_people_for_breakfast,Chris,16374,16377,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,19141,19145,blue
i_eat_short_people_for_breakfast,Chris,16385,16469,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,19161,19319,blue
i_eat_short_people_for_breakfast,Chris,16654,16842,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,19667,20018,blue
i_eat_short_people_for_breakfast,Michelle Obama,18107,18260,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,22389,22525,red
i_eat_short_people_for_breakfast,Martin,20181,20194,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,26279,26302,redBlue
i_eat_short_people_for_breakfast,Gary,20184,20194,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,26284,26302,green
i_eat_short_people_for_breakfast,Michelle Obama,20932,20945,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,27687,27711,red
i_eat_short_people_for_breakfast,Chris,21060,21077,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,27927,27959,blue
i_eat_short_people_for_breakfast,Michelle Obama,21921,21930,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,29541,29558,red
i_eat_short_people_for_breakfast,Michelle Obama,23003,23015,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31570,31593,red
i_eat_short_people_for_breakfast,Michelle Obama,23019,23094,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31600,31740,red
i_eat_short_people_for_breakfast,Chris,23027,23061,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,31614,31679,blue
i_eat_short_people_for_breakfast,Michelle Obama,23148,23175,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31841,31893,red
i_eat_short_people_for_breakfast,Michelle Obama,23221,23225,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,31979,31985,red
i_eat_short_people_for_breakfast,Martin,23222,23227,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,31981,31990,redBlue
i_eat_short_people_for_breakfast,Chris,23223,23252,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,31983,32036,blue
i_eat_short_people_for_breakfast,Chris,23283,23287,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,32096,32102,blue
i_eat_short_people_for_breakfast,Gary,23359,23421,16,14,9_19_21_durst_t_wang_ct_with_walls.dem,1,32237,32354,green
i_eat_short_people_for_breakfast,Michelle Obama,23375,23421,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,32267,32354,red
i_eat_short_people_for_breakfast,Martin,23383,23421,16,20,9_19_21_durst_t_wang_ct_with_walls.dem,1,32282,32354,redBlue
i_eat_short_people_for_breakfast,Chris,25116,25218,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,35531,35722,blue
i_eat_short_people_for_breakfast,Michelle Obama,25339,25372,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,35949,36012,red
i_eat_short_people_for_breakfast,Michelle Obama,30322,30358,16,21,9_19_21_durst_t_wang_ct_with_walls.dem,1,45292,45327,red
i_eat_short_people_for_breakfast,Chris,30548,30588,16,18,9_19_21_durst_t_wang_ct_with_walls.dem,1,45717,45791,blue
